OrderID,CustomerID,OrderDate,Product,Category,Quantity,Price,TotalAmount,PaymentMethod,Country
1002974,CUST0727,2025-05-27,Desk Chair,Furniture,4,129.99,519.96,UPI,India
1002975,CUST0273,2025-01-04,Monitor,Electronics,5,199.99,999.95,Credit Card,India
1002976,CUST0310,2025-04-23,Smartphone,Electronics,4,599.49,2397.96,UPI,France
1002977,CUST0539,2025-01-21,Vacuum Cleaner,Appliances,3,149.99,449.97,Debit Card,UK
1002978,CUST0438,2025-06-04,Desk Chair,Furniture,3,129.99,389.97,Debit Card,UK
1002979,CUST0806,2025-01-09,Laptop,Electronics,3,799.99,2399.97,UPI,Canada
1002980,CUST0069,2025-05-18,Vacuum Cleaner,Appliances,1,149.99,149.99,PayPal,Canada
1002981,CUST0263,2024-12-25,Smartphone,Electronics,2,599.49,1198.98,PayPal,India
1002982,CUST0097,2025-04-16,Air Fryer,Appliances,2,99.99,199.98,Debit Card,France
1002983,CUST0633,2025-04-04,Desk Chair,Furniture,5,129.99,649.95,Credit Card,Germany
1002984,CUST0908,2025-05-18,Air Fryer,Appliances,3,99.99,299.97,Credit Card,UK
1002985,CUST0883,2025-02-28,Tablet,Electronics,2,299.99,599.98,Debit Card,France
1002986,CUST0667,2025-01-26,Desk Chair,Furniture,1,129.99,129.99,UPI,UK
1002987,CUST0449,2025-01-23,Desk Chair,Furniture,5,129.99,649.95,Credit Card,USA
1002988,CUST0933,2024-12-22,Headphones,Electronics,4,89.99,359.96,Credit Card,USA
1002989,CUST0287,2025-01-25,Monitor,Electronics,5,199.99,999.95,Credit Card,USA
1002990,CUST0295,2024-12-29,Headphones,Electronics,4,89.99,359.96,Credit Card,India
1002991,CUST0964,2024-12-10,Smartphone,Electronics,2,599.49,1198.98,PayPal,France
1002992,CUST0763,2025-02-17,Monitor,Electronics,5,199.99,999.95,PayPal,India
1002993,CUST0148,2025-04-20,Vacuum Cleaner,Appliances,2,149.99,299.98,Debit Card,Germany
1002994,CUST0540,2025-06-02,Monitor,Electronics,4,199.99,799.96,UPI,UK
1002995,CUST0490,2025-05-18,Laptop,Electronics,2,799.99,1599.98,UPI,India
1002996,CUST0252,2025-03-08,Headphones,Electronics,1,89.99,89.99,UPI,India
1002997,CUST0681,2025-02-16,Air Fryer,Appliances,3,99.99,299.97,Credit Card,France
1002998,CUST0741,2025-03-18,Headphones,Electronics,5,89.99,449.95,Debit Card,France
1002999,CUST0641,2024-12-28,Bookshelf,Furniture,4,89.99,359.96,UPI,Canada
1003000,CUST0425,2025-03-06,Air Fryer,Appliances,3,99.99,299.97,PayPal,Canada
1003001,CUST0746,2025-05-14,Smartphone,Electronics,5,599.49,2997.45,PayPal,France
1003002,CUST0816,2025-04-06,Bookshelf,Furniture,5,89.99,449.95,Credit Card,USA
1003003,CUST0566,2025-04-12,Air Fryer,Appliances,5,99.99,499.95,Credit Card,Canada
1003004,CUST0276,2025-01-08,Desk Chair,Furniture,4,129.99,519.96,UPI,UK
1003005,CUST0584,2024-12-23,Coffee Maker,Appliances,5,59.99,299.95,Debit Card,UK
1003006,CUST0355,2025-05-11,Monitor,Electronics,1,199.99,199.99,Debit Card,Germany
1003007,CUST0619,2025-02-01,Desk Chair,Furniture,4,129.99,519.96,Debit Card,Canada
1003008,CUST0937,2025-02-05,Coffee Maker,Appliances,1,59.99,59.99,UPI,Canada
1003009,CUST0478,2025-05-30,Bookshelf,Furniture,2,89.99,179.98,Credit Card,Germany
1003010,CUST0879,2024-12-23,Tablet,Electronics,3,299.99,899.97,Debit Card,India
1003011,CUST0605,2025-01-09,Vacuum Cleaner,Appliances,5,149.99,749.95,PayPal,Germany
1003012,CUST0827,2025-02-15,Desk Chair,Furniture,3,129.99,389.97,Debit Card,France
1003013,CUST0515,2025-04-20,Coffee Maker,Appliances,3,59.99,179.97,PayPal,India
1003014,CUST0818,2025-03-18,Coffee Maker,Appliances,5,59.99,299.95,PayPal,USA
1003015,CUST0611,2025-05-20,Vacuum Cleaner,Appliances,5,149.99,749.95,PayPal,Germany
1003016,CUST0497,2024-12-26,Laptop,Electronics,1,799.99,799.99,Credit Card,UK
1003017,CUST0008,2025-03-26,Smartphone,Electronics,1,599.49,599.49,UPI,USA
1003018,CUST0305,2025-03-30,Smartphone,Electronics,1,599.49,599.49,UPI,Canada
1003019,CUST0154,2025-03-06,Bookshelf,Furniture,3,89.99,269.97,Debit Card,UK
1003020,CUST0869,2024-12-15,Monitor,Electronics,2,199.99,399.98,Debit Card,Canada
1003021,CUST0802,2025-05-28,Bookshelf,Furniture,2,89.99,179.98,Debit Card,UK
1003022,CUST0222,2025-01-08,Smartphone,Electronics,4,599.49,2397.96,Credit Card,France
1003023,CUST0692,2025-05-19,Vacuum Cleaner,Appliances,4,149.99,599.96,Credit Card,India
1003024,CUST0043,2025-01-07,Desk Chair,Furniture,5,129.99,649.95,Credit Card,India
1003025,CUST0059,2024-12-28,Coffee Maker,Appliances,4,59.99,239.96,UPI,Germany
1003026,CUST0030,2025-01-15,Laptop,Electronics,3,799.99,2399.97,Debit Card,Canada
1003027,CUST0547,2025-01-13,Monitor,Electronics,2,199.99,399.98,PayPal,Germany
1003028,CUST0532,2025-04-14,Bookshelf,Furniture,4,89.99,359.96,Credit Card,Germany
1003029,CUST0360,2025-04-18,Tablet,Electronics,5,299.99,1499.95,Credit Card,India
1003030,CUST0332,2025-04-20,Air Fryer,Appliances,1,99.99,99.99,Credit Card,India
1003031,CUST0825,2025-01-26,Headphones,Electronics,1,89.99,89.99,Credit Card,USA
1003032,CUST0627,2025-01-29,Desk Chair,Furniture,3,129.99,389.97,Debit Card,UK
1003033,CUST0658,2025-01-21,Bookshelf,Furniture,4,89.99,359.96,Credit Card,Germany
1003034,CUST0996,2024-12-18,Coffee Maker,Appliances,5,59.99,299.95,Credit Card,Canada
1003035,CUST0830,2025-03-22,Coffee Maker,Appliances,3,59.99,179.97,UPI,UK
1003036,CUST0951,2025-05-10,Tablet,Electronics,5,299.99,1499.95,Debit Card,Canada
1003037,CUST0718,2025-01-06,Bookshelf,Furniture,3,89.99,269.97,UPI,France
1003038,CUST0093,2025-02-12,Desk Chair,Furniture,3,129.99,389.97,PayPal,USA
1003039,CUST0949,2025-02-24,Tablet,Electronics,3,299.99,899.97,UPI,India
1003040,CUST0976,2025-02-01,Desk Chair,Furniture,1,129.99,129.99,UPI,UK
1003041,CUST0394,2025-04-08,Bookshelf,Furniture,5,89.99,449.95,Credit Card,Canada
1003042,CUST0402,2025-03-28,Air Fryer,Appliances,2,99.99,199.98,UPI,Canada
1003043,CUST0110,2025-01-14,Tablet,Electronics,3,299.99,899.97,Debit Card,Canada
1003044,CUST0775,2024-12-14,Smartphone,Electronics,2,599.49,1198.98,PayPal,France
1003045,CUST0765,2025-01-09,Laptop,Electronics,2,799.99,1599.98,Debit Card,India
1003046,CUST0662,2025-01-31,Vacuum Cleaner,Appliances,2,149.99,299.98,Credit Card,UK
1003047,CUST0717,2024-12-24,Air Fryer,Appliances,5,99.99,499.95,UPI,Germany
1003048,CUST0846,2025-05-10,Headphones,Electronics,1,89.99,89.99,Debit Card,Canada
1003049,CUST0813,2025-02-03,Vacuum Cleaner,Appliances,1,149.99,149.99,UPI,India
1003050,CUST0875,2025-02-19,Monitor,Electronics,2,199.99,399.98,Debit Card,France
1003051,CUST0541,2025-03-08,Tablet,Electronics,2,299.99,599.98,UPI,USA
1003052,CUST0186,2025-04-07,Bookshelf,Furniture,5,89.99,449.95,PayPal,France
1003053,CUST0952,2024-12-26,Headphones,Electronics,5,89.99,449.95,Credit Card,Canada
1003054,CUST0658,2025-03-17,Coffee Maker,Appliances,5,59.99,299.95,PayPal,USA
1003055,CUST0510,2025-01-12,Smartphone,Electronics,2,599.49,1198.98,UPI,Canada
1003056,CUST0520,2025-05-18,Vacuum Cleaner,Appliances,1,149.99,149.99,Debit Card,India
1003057,CUST0138,2025-02-14,Desk Chair,Furniture,3,129.99,389.97,PayPal,UK
1003058,CUST0007,2025-02-28,Laptop,Electronics,5,799.99,3999.95,PayPal,India
1003059,CUST0878,2025-01-26,Tablet,Electronics,3,299.99,899.97,Debit Card,India
1003060,CUST0699,2025-03-03,Desk Chair,Furniture,3,129.99,389.97,Debit Card,UK
1003061,CUST0252,2025-01-19,Tablet,Electronics,5,299.99,1499.95,PayPal,India
1003062,CUST0521,2025-01-27,Vacuum Cleaner,Appliances,4,149.99,599.96,UPI,Canada
1003063,CUST0976,2024-12-21,Vacuum Cleaner,Appliances,4,149.99,599.96,Credit Card,UK
1003064,CUST0854,2025-04-24,Bookshelf,Furniture,3,89.99,269.97,Credit Card,UK
1003065,CUST0342,2025-04-09,Coffee Maker,Appliances,1,59.99,59.99,Credit Card,Canada
1003066,CUST0658,2024-12-25,Laptop,Electronics,1,799.99,799.99,UPI,India
1003067,CUST0978,2025-02-09,Laptop,Electronics,3,799.99,2399.97,UPI,Canada
1003068,CUST0984,2025-03-17,Monitor,Electronics,5,199.99,999.95,UPI,India
1003069,CUST0095,2025-06-02,Monitor,Electronics,3,199.99,599.97,Credit Card,UK
1003070,CUST0383,2025-03-26,Headphones,Electronics,5,89.99,449.95,Debit Card,Canada
1003071,CUST0709,2025-03-19,Air Fryer,Appliances,4,99.99,399.96,Credit Card,India
1003072,CUST0471,2025-05-10,Tablet,Electronics,3,299.99,899.97,Credit Card,Canada
1003073,CUST0325,2025-05-06,Coffee Maker,Appliances,2,59.99,119.98,PayPal,France
1003074,CUST0679,2025-02-23,Bookshelf,Furniture,1,89.99,89.99,UPI,UK
1003075,CUST0536,2025-03-16,Bookshelf,Furniture,5,89.99,449.95,Debit Card,Germany
1003076,CUST0139,2025-05-15,Vacuum Cleaner,Appliances,4,149.99,599.96,UPI,UK
1003077,CUST0452,2025-03-05,Coffee Maker,Appliances,3,59.99,179.97,Credit Card,USA
1003078,CUST0974,2025-05-17,Tablet,Electronics,1,299.99,299.99,PayPal,UK
1003079,CUST0917,2025-03-05,Air Fryer,Appliances,3,99.99,299.97,Debit Card,Germany
1003080,CUST0149,2024-12-24,Laptop,Electronics,4,799.99,3199.96,Debit Card,UK
1003081,CUST0432,2025-05-21,Desk Chair,Furniture,1,129.99,129.99,Credit Card,India
1003082,CUST0329,2025-04-17,Bookshelf,Furniture,3,89.99,269.97,Credit Card,India
1003083,CUST0376,2025-03-10,Air Fryer,Appliances,2,99.99,199.98,PayPal,USA
1003084,CUST0297,2025-05-21,Air Fryer,Appliances,2,99.99,199.98,Debit Card,Canada
1003085,CUST0713,2025-05-03,Air Fryer,Appliances,4,99.99,399.96,PayPal,USA
1003086,CUST0360,2025-04-10,Laptop,Electronics,2,799.99,1599.98,Debit Card,India
1003087,CUST0666,2025-03-31,Air Fryer,Appliances,1,99.99,99.99,Credit Card,India
1003088,CUST0340,2024-12-31,Smartphone,Electronics,1,599.49,599.49,UPI,UK
1003089,CUST0849,2025-04-25,Laptop,Electronics,4,799.99,3199.96,Debit Card,UK
1003090,CUST0161,2025-01-10,Bookshelf,Furniture,2,89.99,179.98,Debit Card,USA
1003091,CUST0669,2025-06-05,Desk Chair,Furniture,4,129.99,519.96,UPI,Germany
1003092,CUST0403,2025-06-02,Smartphone,Electronics,2,599.49,1198.98,UPI,Germany
1003093,CUST0323,2025-05-04,Bookshelf,Furniture,5,89.99,449.95,Credit Card,Germany
1003094,CUST0478,2025-01-01,Laptop,Electronics,3,799.99,2399.97,Credit Card,Canada
1003095,CUST0341,2025-02-24,Headphones,Electronics,5,89.99,449.95,Debit Card,USA
1003096,CUST0257,2025-06-05,Laptop,Electronics,4,799.99,3199.96,Credit Card,USA
1003097,CUST0803,2025-02-26,Monitor,Electronics,2,199.99,399.98,Debit Card,France
1003098,CUST0388,2025-06-07,Coffee Maker,Appliances,1,59.99,59.99,Credit Card,Germany
1003099,CUST0275,2025-04-01,Bookshelf,Furniture,5,89.99,449.95,Credit Card,UK
1003100,CUST0912,2025-05-09,Smartphone,Electronics,1,599.49,599.49,UPI,India
1003101,CUST0929,2025-01-25,Air Fryer,Appliances,1,99.99,99.99,UPI,Canada
1003102,CUST0334,2025-05-22,Vacuum Cleaner,Appliances,3,149.99,449.97,UPI,India
1003103,CUST0181,2025-05-23,Air Fryer,Appliances,3,99.99,299.97,Debit Card,Germany
1003104,CUST0541,2024-12-22,Coffee Maker,Appliances,3,59.99,179.97,Credit Card,Germany
1003105,CUST0962,2025-02-17,Desk Chair,Furniture,3,129.99,389.97,UPI,France
1003106,CUST0215,2025-02-19,Tablet,Electronics,5,299.99,1499.95,PayPal,France
1003107,CUST0522,2025-02-06,Desk Chair,Furniture,5,129.99,649.95,UPI,France
1003108,CUST0737,2025-01-28,Headphones,Electronics,5,89.99,449.95,PayPal,Canada
1003109,CUST0161,2025-03-02,Air Fryer,Appliances,4,99.99,399.96,PayPal,France
1003110,CUST0536,2025-05-16,Air Fryer,Appliances,3,99.99,299.97,Debit Card,USA
1003111,CUST0638,2025-04-30,Laptop,Electronics,5,799.99,3999.95,Debit Card,UK
1003112,CUST0353,2025-04-01,Tablet,Electronics,1,299.99,299.99,Debit Card,UK
1003113,CUST0414,2025-03-14,Laptop,Electronics,3,799.99,2399.97,Debit Card,USA
1003114,CUST0076,2025-02-23,Smartphone,Electronics,1,599.49,599.49,PayPal,Canada
1003115,CUST0336,2025-02-22,Bookshelf,Furniture,1,89.99,89.99,Credit Card,India
1003116,CUST0572,2025-01-05,Desk Chair,Furniture,4,129.99,519.96,UPI,USA
1003117,CUST0955,2025-03-25,Vacuum Cleaner,Appliances,3,149.99,449.97,Credit Card,Canada
1003118,CUST0515,2025-04-25,Headphones,Electronics,4,89.99,359.96,UPI,Canada
1003119,CUST0398,2025-05-28,Coffee Maker,Appliances,2,59.99,119.98,PayPal,India
1003120,CUST0760,2025-05-25,Coffee Maker,Appliances,1,59.99,59.99,UPI,UK
1003121,CUST0506,2025-03-21,Bookshelf,Furniture,5,89.99,449.95,Debit Card,France
1003122,CUST0917,2024-12-28,Air Fryer,Appliances,2,99.99,199.98,Credit Card,France
1003123,CUST0550,2025-01-30,Bookshelf,Furniture,2,89.99,179.98,PayPal,UK
1003124,CUST0016,2025-03-16,Smartphone,Electronics,3,599.49,1798.47,UPI,India
1003125,CUST0911,2025-02-09,Smartphone,Electronics,1,599.49,599.49,Debit Card,UK
1003126,CUST0306,2025-02-21,Coffee Maker,Appliances,3,59.99,179.97,PayPal,France
1003127,CUST0894,2025-02-16,Smartphone,Electronics,3,599.49,1798.47,Debit Card,Germany
1003128,CUST0200,2025-03-07,Headphones,Electronics,5,89.99,449.95,Credit Card,USA
1003129,CUST0532,2025-03-29,Bookshelf,Furniture,2,89.99,179.98,PayPal,India
1003130,CUST0076,2024-12-16,Vacuum Cleaner,Appliances,4,149.99,599.96,Credit Card,India
1003131,CUST0292,2025-01-28,Bookshelf,Furniture,4,89.99,359.96,PayPal,Germany
1003132,CUST0295,2025-01-04,Monitor,Electronics,2,199.99,399.98,PayPal,France
1003133,CUST0891,2025-03-29,Bookshelf,Furniture,2,89.99,179.98,Debit Card,Germany
1003134,CUST0088,2025-04-13,Laptop,Electronics,2,799.99,1599.98,UPI,UK
1003135,CUST0278,2024-12-16,Smartphone,Electronics,1,599.49,599.49,PayPal,UK
1003136,CUST0670,2025-05-19,Smartphone,Electronics,1,599.49,599.49,PayPal,India
1003137,CUST0821,2025-02-07,Bookshelf,Furniture,3,89.99,269.97,Credit Card,USA
1003138,CUST0805,2025-01-21,Laptop,Electronics,3,799.99,2399.97,UPI,India
1003139,CUST0728,2025-04-23,Smartphone,Electronics,1,599.49,599.49,PayPal,India
1003140,CUST0353,2025-05-24,Monitor,Electronics,2,199.99,399.98,Credit Card,Canada
1003141,CUST0536,2025-05-20,Smartphone,Electronics,4,599.49,2397.96,Debit Card,USA
1003142,CUST0590,2024-12-13,Smartphone,Electronics,4,599.49,2397.96,Credit Card,UK
1003143,CUST0268,2025-05-06,Desk Chair,Furniture,1,129.99,129.99,Credit Card,India
1003144,CUST0325,2025-02-02,Monitor,Electronics,1,199.99,199.99,PayPal,USA
1003145,CUST0091,2025-01-29,Monitor,Electronics,5,199.99,999.95,Debit Card,Canada
1003146,CUST0642,2025-03-08,Monitor,Electronics,5,199.99,999.95,UPI,Canada
1003147,CUST0591,2025-04-14,Vacuum Cleaner,Appliances,4,149.99,599.96,Debit Card,USA
1003148,CUST0479,2024-12-27,Tablet,Electronics,4,299.99,1199.96,PayPal,Canada
1003149,CUST0002,2025-05-15,Air Fryer,Appliances,2,99.99,199.98,Debit Card,UK
1003150,CUST0947,2025-01-03,Vacuum Cleaner,Appliances,3,149.99,449.97,Credit Card,France
1003151,CUST0163,2025-06-03,Bookshelf,Furniture,4,89.99,359.96,Credit Card,Canada
1003152,CUST0436,2025-02-27,Smartphone,Electronics,4,599.49,2397.96,Credit Card,France
1003153,CUST0502,2025-05-07,Smartphone,Electronics,1,599.49,599.49,PayPal,Canada
1003154,CUST0212,2025-01-27,Desk Chair,Furniture,4,129.99,519.96,UPI,France
1003155,CUST0441,2025-02-23,Headphones,Electronics,4,89.99,359.96,PayPal,France
1003156,CUST0066,2025-04-05,Smartphone,Electronics,4,599.49,2397.96,PayPal,India
1003157,CUST0866,2025-01-12,Tablet,Electronics,5,299.99,1499.95,Credit Card,France
1003158,CUST0448,2025-01-17,Air Fryer,Appliances,5,99.99,499.95,Debit Card,India
1003159,CUST0975,2025-05-07,Vacuum Cleaner,Appliances,3,149.99,449.97,UPI,France
1003160,CUST0691,2025-04-22,Monitor,Electronics,2,199.99,399.98,Debit Card,India
1003161,CUST0713,2025-04-25,Smartphone,Electronics,5,599.49,2997.45,PayPal,UK
1003162,CUST0420,2025-05-15,Headphones,Electronics,3,89.99,269.97,PayPal,France
1003163,CUST0366,2025-05-06,Smartphone,Electronics,2,599.49,1198.98,UPI,USA
1003164,CUST0861,2025-03-12,Bookshelf,Furniture,5,89.99,449.95,Debit Card,Germany
1003165,CUST0551,2025-01-07,Laptop,Electronics,2,799.99,1599.98,PayPal,UK
1003166,CUST0229,2025-02-04,Desk Chair,Furniture,3,129.99,389.97,PayPal,India
1003167,CUST0527,2025-03-11,Tablet,Electronics,4,299.99,1199.96,UPI,India
1003168,CUST0656,2025-01-03,Laptop,Electronics,5,799.99,3999.95,UPI,France
1003169,CUST0574,2025-05-12,Bookshelf,Furniture,3,89.99,269.97,PayPal,Germany
1003170,CUST0040,2025-05-17,Bookshelf,Furniture,4,89.99,359.96,UPI,UK
1003171,CUST0184,2024-12-15,Tablet,Electronics,4,299.99,1199.96,Debit Card,Germany
1003172,CUST0333,2025-01-13,Tablet,Electronics,3,299.99,899.97,UPI,USA
1003173,CUST0287,2025-05-08,Air Fryer,Appliances,4,99.99,399.96,PayPal,India
1003174,CUST0743,2025-05-09,Air Fryer,Appliances,1,99.99,99.99,Debit Card,India
1003175,CUST0766,2025-01-23,Smartphone,Electronics,4,599.49,2397.96,Credit Card,USA
1003176,CUST0300,2025-03-02,Smartphone,Electronics,3,599.49,1798.47,PayPal,Canada
1003177,CUST0665,2025-05-24,Vacuum Cleaner,Appliances,3,149.99,449.97,Debit Card,Germany
1003178,CUST0874,2025-04-15,Monitor,Electronics,1,199.99,199.99,PayPal,France
1003179,CUST0151,2025-01-28,Coffee Maker,Appliances,5,59.99,299.95,Credit Card,India
1003180,CUST0575,2025-05-07,Coffee Maker,Appliances,5,59.99,299.95,Debit Card,USA
1003181,CUST0346,2025-03-10,Tablet,Electronics,2,299.99,599.98,PayPal,USA
1003182,CUST0483,2025-04-03,Tablet,Electronics,1,299.99,299.99,PayPal,France
1003183,CUST0207,2025-01-01,Monitor,Electronics,3,199.99,599.97,Debit Card,Germany
1003184,CUST0686,2024-12-15,Desk Chair,Furniture,2,129.99,259.98,Debit Card,Canada
1003185,CUST0560,2025-02-15,Laptop,Electronics,1,799.99,799.99,PayPal,Germany
1003186,CUST0943,2025-03-26,Smartphone,Electronics,5,599.49,2997.45,UPI,USA
1003187,CUST0221,2025-01-10,Desk Chair,Furniture,4,129.99,519.96,Debit Card,Canada
1003188,CUST0206,2025-05-15,Tablet,Electronics,5,299.99,1499.95,UPI,India
1003189,CUST0188,2025-03-25,Headphones,Electronics,5,89.99,449.95,PayPal,France
1003190,CUST0017,2025-02-10,Monitor,Electronics,2,199.99,399.98,Credit Card,Germany
1003191,CUST0939,2025-01-08,Bookshelf,Furniture,1,89.99,89.99,UPI,Canada
1003192,CUST0752,2025-05-20,Coffee Maker,Appliances,3,59.99,179.97,UPI,USA
1003193,CUST0608,2025-04-23,Tablet,Electronics,4,299.99,1199.96,PayPal,Canada
1003194,CUST0454,2025-04-12,Laptop,Electronics,5,799.99,3999.95,PayPal,Canada
1003195,CUST0399,2025-01-30,Tablet,Electronics,4,299.99,1199.96,UPI,UK
1003196,CUST0155,2025-02-17,Tablet,Electronics,5,299.99,1499.95,Debit Card,Germany
1003197,CUST0662,2025-01-08,Bookshelf,Furniture,2,89.99,179.98,UPI,India
1003198,CUST0319,2025-03-23,Air Fryer,Appliances,1,99.99,99.99,PayPal,Canada
1003199,CUST0125,2025-06-01,Bookshelf,Furniture,4,89.99,359.96,UPI,UK
1003200,CUST0596,2025-05-13,Coffee Maker,Appliances,3,59.99,179.97,Credit Card,India
1003201,CUST0381,2025-04-05,Headphones,Electronics,3,89.99,269.97,UPI,UK
1003202,CUST0405,2025-04-10,Air Fryer,Appliances,1,99.99,99.99,UPI,UK
1003203,CUST0773,2025-01-27,Vacuum Cleaner,Appliances,4,149.99,599.96,Debit Card,France
1003204,CUST0883,2025-02-21,Monitor,Electronics,2,199.99,399.98,Debit Card,UK
1003205,CUST0917,2024-12-13,Tablet,Electronics,1,299.99,299.99,UPI,France
1003206,CUST0643,2025-04-29,Bookshelf,Furniture,5,89.99,449.95,PayPal,India
1003207,CUST0935,2025-04-27,Bookshelf,Furniture,2,89.99,179.98,PayPal,India
1003208,CUST0432,2024-12-11,Coffee Maker,Appliances,5,59.99,299.95,Debit Card,USA
1003209,CUST0596,2025-05-23,Bookshelf,Furniture,2,89.99,179.98,Credit Card,France
1003210,CUST0941,2025-04-05,Vacuum Cleaner,Appliances,5,149.99,749.95,Credit Card,Germany
1003211,CUST0963,2025-03-28,Laptop,Electronics,3,799.99,2399.97,Debit Card,Canada
1003212,CUST0755,2024-12-11,Coffee Maker,Appliances,2,59.99,119.98,Credit Card,France
1003213,CUST0682,2025-01-24,Headphones,Electronics,1,89.99,89.99,Debit Card,Germany
1003214,CUST0006,2025-05-03,Tablet,Electronics,2,299.99,599.98,Credit Card,Germany
1003215,CUST0110,2025-02-02,Smartphone,Electronics,5,599.49,2997.45,Debit Card,Germany
1003216,CUST0153,2025-06-02,Desk Chair,Furniture,1,129.99,129.99,Debit Card,India
1003217,CUST0777,2025-04-04,Bookshelf,Furniture,3,89.99,269.97,Credit Card,India
1003218,CUST0218,2025-02-24,Air Fryer,Appliances,2,99.99,199.98,Credit Card,Germany
1003219,CUST0127,2025-02-15,Tablet,Electronics,3,299.99,899.97,Credit Card,Canada
1003220,CUST0444,2025-02-10,Monitor,Electronics,1,199.99,199.99,PayPal,India
1003221,CUST0183,2025-01-24,Laptop,Electronics,2,799.99,1599.98,Debit Card,India
1003222,CUST0281,2025-03-04,Tablet,Electronics,1,299.99,299.99,PayPal,Canada
1003223,CUST0266,2025-04-10,Monitor,Electronics,3,199.99,599.97,Credit Card,India
1003224,CUST0256,2025-05-07,Coffee Maker,Appliances,2,59.99,119.98,Credit Card,France
1003225,CUST0899,2025-02-19,Tablet,Electronics,5,299.99,1499.95,Credit Card,UK
1003226,CUST0912,2024-12-28,Desk Chair,Furniture,3,129.99,389.97,UPI,France
1003227,CUST0423,2025-03-12,Air Fryer,Appliances,2,99.99,199.98,UPI,UK
1003228,CUST0166,2025-04-08,Laptop,Electronics,4,799.99,3199.96,UPI,Germany
1003229,CUST0781,2025-05-10,Monitor,Electronics,4,199.99,799.96,Credit Card,Germany
1003230,CUST0280,2025-02-15,Air Fryer,Appliances,3,99.99,299.97,PayPal,UK
1003231,CUST0750,2025-04-05,Air Fryer,Appliances,3,99.99,299.97,Debit Card,India
1003232,CUST0240,2025-03-29,Laptop,Electronics,5,799.99,3999.95,Debit Card,Canada
1003233,CUST0604,2025-02-01,Air Fryer,Appliances,5,99.99,499.95,Debit Card,UK
1003234,CUST0368,2024-12-29,Tablet,Electronics,1,299.99,299.99,UPI,USA
1003235,CUST0089,2024-12-21,Coffee Maker,Appliances,2,59.99,119.98,Debit Card,India
1003236,CUST0788,2025-06-05,Air Fryer,Appliances,4,99.99,399.96,Credit Card,Canada
1003237,CUST0227,2025-04-04,Headphones,Electronics,4,89.99,359.96,Debit Card,USA
1003238,CUST0332,2025-05-14,Headphones,Electronics,3,89.99,269.97,PayPal,UK
1003239,CUST0133,2025-01-26,Air Fryer,Appliances,5,99.99,499.95,PayPal,Canada
1003240,CUST0541,2025-04-16,Desk Chair,Furniture,2,129.99,259.98,Credit Card,France
1003241,CUST0814,2025-05-19,Smartphone,Electronics,4,599.49,2397.96,PayPal,Canada
1003242,CUST0624,2025-02-01,Headphones,Electronics,5,89.99,449.95,Debit Card,Germany
1003243,CUST0403,2025-01-05,Tablet,Electronics,3,299.99,899.97,Debit Card,Canada
1003244,CUST0757,2025-04-26,Vacuum Cleaner,Appliances,3,149.99,449.97,UPI,India
1003245,CUST0943,2025-05-20,Coffee Maker,Appliances,4,59.99,239.96,UPI,India
1003246,CUST0778,2025-05-03,Bookshelf,Furniture,3,89.99,269.97,Credit Card,USA
1003247,CUST0981,2025-05-03,Headphones,Electronics,5,89.99,449.95,PayPal,UK
1003248,CUST0570,2025-03-28,Smartphone,Electronics,5,599.49,2997.45,Debit Card,Canada
1003249,CUST0371,2025-04-07,Desk Chair,Furniture,3,129.99,389.97,PayPal,India
1003250,CUST0067,2025-04-11,Headphones,Electronics,2,89.99,179.98,Debit Card,UK
1003251,CUST0295,2025-04-18,Air Fryer,Appliances,1,99.99,99.99,Debit Card,France
1003252,CUST0375,2025-04-06,Smartphone,Electronics,1,599.49,599.49,PayPal,Germany
1003253,CUST0881,2025-06-07,Bookshelf,Furniture,3,89.99,269.97,PayPal,France
1003254,CUST0219,2025-01-25,Air Fryer,Appliances,4,99.99,399.96,Credit Card,France
1003255,CUST0001,2025-02-23,Smartphone,Electronics,2,599.49,1198.98,Debit Card,France
1003256,CUST0565,2025-02-17,Smartphone,Electronics,4,599.49,2397.96,Debit Card,UK
1003257,CUST0636,2024-12-16,Headphones,Electronics,3,89.99,269.97,Credit Card,Germany
1003258,CUST0603,2025-04-16,Vacuum Cleaner,Appliances,3,149.99,449.97,PayPal,USA
1003259,CUST0947,2025-03-22,Headphones,Electronics,3,89.99,269.97,PayPal,UK
1003260,CUST0930,2025-01-13,Vacuum Cleaner,Appliances,2,149.99,299.98,Debit Card,France
1003261,CUST0118,2025-04-19,Bookshelf,Furniture,5,89.99,449.95,PayPal,UK
1003262,CUST0991,2025-01-19,Coffee Maker,Appliances,1,59.99,59.99,PayPal,UK
1003263,CUST0832,2025-03-16,Laptop,Electronics,2,799.99,1599.98,UPI,Canada
1003264,CUST0105,2025-04-30,Coffee Maker,Appliances,5,59.99,299.95,Credit Card,Germany
1003265,CUST0070,2025-05-22,Coffee Maker,Appliances,5,59.99,299.95,Credit Card,UK
1003266,CUST0392,2025-04-09,Bookshelf,Furniture,3,89.99,269.97,UPI,France
1003267,CUST0863,2025-03-11,Smartphone,Electronics,3,599.49,1798.47,Debit Card,Germany
1003268,CUST0625,2025-05-11,Laptop,Electronics,3,799.99,2399.97,UPI,UK
1003269,CUST0773,2025-05-10,Smartphone,Electronics,4,599.49,2397.96,UPI,France
